('Net Income', '125,216,000', '101,832,000', '88,136,000', '72,361,000', '72,738,000')
         3099869 function calls (3069206 primitive calls) in 27.334 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 connection_pool.py:18(__init__)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asyncio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        3    0.000    0.000    0.000    0.000 connection.py:167(can_handle_request)
        2    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        1    0.000    0.000    0.000    0.000 _json_pipe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sockets.py:99(SocketAttribute)
        1    0.000    0.000    0.000    0.000 _set_input_files_helpers.py:43(InputFilesList)
       26    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 iso2022_jp_3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 _frame.py:309(_navigation_timeout)
        1    0.000    0.000    0.000    0.000 euc_jp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sync_base.py:88(SyncBase)
        1    0.000    0.000    0.000    0.000 from_thread.py:123(_BlockingAsyncContextManager)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 transports.py:270(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:228(_child_watcher_callback)
        1    0.000    0.000    0.000    0.000 _debugger.py:22(Debugger)
        1    0.000    0.000    0.000    0.000 _api_structures.py:50(SetCookieParam)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _download.py:25(Download)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 _client.py:457(_build_request_auth)
        1    0.000    0.000    0.000    0.000 _driver.py:36(get_driver_env)
        1    0.000    0.000    0.000    0.000 request.py:422(OpenerDirector)
        2    0.000    0.000    0.000    0.000 http11.py:36(HTTPConnectionState)
        1    0.000    0.000    0.000    0.000 _context_manager.py:32(PlaywrightContextManager)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 _screencast.py:41(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 euc_kr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local_utils.py:23(LocalUtils)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        1    0.000    0.000    0.000    0.000 _api_structures.py:211(FrameExpectOptions)
        1    0.000    0.000    0.000    0.000 gbk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:304(__setitem__)
        1    0.000    0.000    0.000    0.000 _client.py:239(_get_proxy_map)
        2    0.000    0.000    0.000    0.000 base_events.py:1652(connect_write_pipe)
        1    0.000    0.000    0.000    0.000 hz.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _urls.py:282(raw_path)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 euc_jisx0213.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:275(coroutine)
        1    0.000    0.000    0.000    0.000 _decoders.py:101(flush)
        1    0.000    0.000    0.000    0.000 _synchronization.py:632(CapacityLimiterAdapter)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        5    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 streams.py:315(StreamWriter)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 subprocess.py:222(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 element.py:314(ContentMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 _page.py:112(LocatorHandler)
        1    0.000    0.000    0.000    0.000 warnings.py:482(__enter__)
        1    0.000    0.000    0.000    0.000 parse.py:850(_Quoter)
        1    0.000    0.000    0.000    0.000 lowlevel.py:100(_NoValueSet)
        1    0.000    0.000    0.000    0.000 _client.py:1275(__enter__)
        1    0.000    0.000    0.000    0.000 tls.py:81(TLSStream)
       13    0.000    0.000    0.000    0.000 _connection.py:194(_set_event_to_subscription_mapping)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        2    0.000    0.000    0.000    0.000 {built-in method posix.fstat}
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 traceback.py:656(_ExceptionPrintContext)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 _local_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:788(Protocol)
        1    0.000    0.000    0.000    0.000 message.py:913(get_content_charset)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        2    0.000    0.000    0.000    0.000 futures.py:311(_set_result_unless_cancelled)
        1    0.000    0.000    0.000    0.000 _transport.py:48(Transport)
        1    0.000    0.000    0.000    0.000 __init__.py:855(ZipExtFile)
        3    0.000    0.000    0.000    0.000 connection.py:187(has_expired)
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        2    0.000    0.000    0.000    0.000 _auth.py:62(sync_auth_flow)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 from_thread.py:185(BlockingPortal)
        6    0.000    0.000    0.000    0.000 _synchronization.py:247(__exit__)
        1    0.000    0.000    0.000    0.000 socket.py:664(SocketIO)
        1    0.000    0.000    0.000    0.000 _tracing.py:25(__init__)
        1    0.000    0.000    0.000    0.000 _browser_context.py:135(<lambda>)
        2    0.000    0.000    0.000    0.000 _urls.py:319(is_relative_url)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs_tw.getcodec}
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 cp1140.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:1(<module>)
        1    0.000    0.000    0.000    0.000 default.py:74(_load_httpcore_exceptions)
        2    0.000    0.000    0.000    0.000 connection_pool.py:390(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        1    0.000    0.000    0.000    0.000 _events.py:315(EndOfMessage)
        1    0.000    0.000    0.000    0.000 _client.py:546(_redirect_headers)
        1    0.000    0.000    0.000    0.000 _generated.py:1676(JSHandle)
        1    0.000    0.000    0.000    0.000 base_events.py:276(Server)
        1    0.000    0.000    0.000    0.000 _debugger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _api_structures.py:117(ClientCertificate)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:56(_is_known_encoding)
        1    0.000    0.000    0.000    0.000 _network.py:757(WebSocketRouteHandler)
        1    0.000    0.000    0.000    0.000 _transport.py:96(request_stop)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        7    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
        1    0.000    0.000    0.000    0.000 _dialog.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base_events.py:1990(_set_coroutine_origin_tracking)
        1    0.000    0.000    0.000    0.000 _writers.py:84(ContentLengthWriter)
        1    0.000    0.000    0.000    0.000 _subprocesses.py:10(Process)
        1    0.000    0.000    0.000    0.000 _synchronization.py:457(SemaphoreAdapter)
        1    0.000    0.000    0.000    0.000 cp1006.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 _assertions.py:940(APIResponseAssertions)
        4    0.000    0.000    0.000    0.000 pathlib.py:719(__truediv__)
        2    0.000    0.000    0.000    0.000 _receivebuffer.py:64(__bytes__)
        1    0.000    0.000    0.000    0.000 _cdp_session.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:483(close)
        7    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:48(AsyncLock)
        9    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _js_handle.py:36(VisitorInfo)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 _download.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:1651(_set_module)
        1    0.000    0.000    0.000    0.000 memory.py:54(_MemoryObjectStreamState)
        1    0.000    0.000    0.000    0.000 http11.py:254(close)
        1    0.000    0.000    0.000    0.000 interfaces.py:87(AsyncConnectionInterface)
        4    0.000    0.000    0.000    0.000 _htmlparser.py:361(prepare_markup)
        1    0.000    0.000    0.000    0.000 cp1254.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        2    0.000    0.000    0.000    0.000 inspect.py:420(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 iso8859_10.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:1110(set_cookie_header)
        4    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 _client.py:413(_merge_cookies)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        7    0.000    0.000    0.000    0.000 connection.py:192(is_idle)
        2    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
        1    0.000    0.000    0.000    0.000 default.py:135(HTTPTransport)
        2    0.000    0.000    0.000    0.000 _state.py:356(start_next_cycle)
        1    0.000    0.000    0.000    0.000 cp1026.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:126(__init__)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _connection.py:309(init)
        1    0.000    0.000    0.000    0.000 iso8859_6.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:39(__init__)
        1    0.000    0.000    0.000    0.000 _impl_to_api_mapping.py:84(from_impl_list)
        1    0.000    0.000    0.000    0.000 iso8859_11.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _urls.py:150(username)
       11    0.000    0.000    0.000    0.000 request.py:383(get_full_url)
        1    0.000    0.000    0.000    0.000 cp1250.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _assertions.py:34(AssertionsBase)
        2    0.000    0.000    0.001    0.001 _connection.py:249(initialize)
        1    0.000    0.000    0.002    0.002 _common.py:51(files)
        1    0.000    0.000    0.000    0.000 cp500.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:1257(add_unredirected_header)
        1    0.000    0.000    0.000    0.000 __init__.py:439(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 _models.py:142(ByteStream)
        1    0.000    0.000    0.000    0.000 from_thread.py:442(BlockingPortalProvider)
        4    0.000    0.000    0.000    0.000 _markupbase.py:27(__init__)
        1    0.000    0.000    0.000    0.000 base.py:236(_wrapper)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:749(__eq__)
       29    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 iso8859_7.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kz1048.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2883(deprecated)
        1    0.000    0.000    0.000    0.000 _decoders.py:203(MultiDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:1(<module>)
        1    0.000    0.000    0.000    0.000 koi8_r.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _web_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trio.py:1(<module>)
       30    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 element.py:1681(Doctype)
        1    0.000    0.000    0.000    0.000 typing.py:1738(_no_init_or_replace_init)
        7    0.000    0.000    0.000    0.000 typing.py:1261(__or__)
        1    0.000    0.000    0.000    0.000 cp874.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mac_turkish.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp273.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _json_pipe.py:26(JsonPipeTransport)
        1    0.000    0.000    0.000    0.000 _generated.py:14998(launch)
        5    0.000    0.000    0.000    0.000 _models.py:167(__eq__)
        5    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:1243(_CookieCompatRequest)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _writable_stream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 cp1251.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp424.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _browser.py:82(<lambda>)
        1    0.000    0.000    0.000    0.000 _generated.py:9301(goto)
        1    0.000    0.000    0.000    0.000 iso8859_3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp856.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:135(wait)
        1    0.000    0.000    0.000    0.000 _models.py:468(read)
        1    0.000    0.000    0.000    0.000 tls.py:53(TLSAttribute)
        2    0.000    0.000    0.000    0.000 base_events.py:1636(connect_read_pipe)
        1    0.000    0.000    0.000    0.000 _api_structures.py:93(PdfMargins)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 _models.py:688(charset_encoding)
        1    0.000    0.000    0.000    0.000 tis_620.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1450(_init_watcher)
        1    0.000    0.000    0.000    0.000 cp1256.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
        1    0.000    0.000    0.000    0.000 _browser.py:100(_did_create_context)
        1    0.000    0.000    0.000    0.000 cp720.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp875.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 warnings.py:514(_deprecated)
        1    0.000    0.000    0.000    0.000 iso8859_15.py:1(<module>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 http_proxy.py:233(TunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        1    0.000    0.000    0.000    0.000 _connection.py:53(Channel)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        1    0.000    0.000    0.000    0.000 __init__.py:376(ZipInfo)
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _exceptions.py:366(request_context)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lowlevel.py:124(RunVar)
        1    0.000    0.000    0.000    0.000 _browser_context.py:228(_on_page)
        1    0.000    0.000    0.000    0.000 koi8_t.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _network.py:287(_set_response_end_timing)
        1    0.000    0.000    0.000    0.000 tasks.py:702(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
        1    0.000    0.000    0.000    0.000 ptcp154.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1253.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:358(__exit__)
        3    0.000    0.000    0.000    0.000 connection.py:197(is_closed)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _headers.py:119(__getitem__)
        1    0.000    0.000    0.000    0.000 streams.py:418(StreamReader)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _video.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tls.py:288(TLSListener)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _frame.py:491(url)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(waitstatus_to_exitcode)
        1    0.000    0.000    0.000    0.000 request.py:1589(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 stapled.py:28(StapledByteStream)
        1    0.000    0.000    0.000    0.000 cp1257.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mac_roman.py:1(<module>)
       39    0.000    0.000    0.000    0.000 inspect.py:2777(kind)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:128(create_connection)
        1    0.000    0.000    0.000    0.000 __init__.py:503(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 _network.py:72(FallbackOverrideParameters)
        1    0.000    0.000    0.000    0.000 mac_iceland.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:182(__subclasshook__)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _helper.py:274(HarLookupResult)
        1    0.000    0.000    0.000    0.000 koi8_u.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parser.py:114(close)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _page.py:194(<lambda>)
        1    0.000    0.000    0.000    0.000 events.py:29(Handle)
        1    0.000    0.000    0.000    0.000 platform.py:978(system)
        2    0.000    0.000    0.000    0.000 _synchronization.py:284(set)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
        1    0.000    0.000    0.002    0.002 _decoders.py:314(decode)
        1    0.000    0.000    0.000    0.000 unix_events.py:604(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 _models.py:182(URL)
        3    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        8    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _generated.py:7347(Dialog)
        1    0.000    0.000    0.000    0.000 _input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:43(AsyncHTTP11Connection)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:68(_invert)
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
        2    0.000    0.000    0.000    0.000 _client.py:77(_port_or_default)
        1    0.000    0.000    0.000    0.000 _browser.py:108(_setup_browser_context)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 __init__.py:1202(FileHandler)
        5    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 _page.py:235(<lambda>)
        1    0.000    0.000    0.000    0.000 http_proxy.py:169(AsyncForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 _stream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 css_types.py:234(SelectorNull)
        1    0.000    0.000    0.000    0.000 request.py:904(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 socket.py:516(family)
        1    0.000    0.000    0.000    0.000 _screencast.py:40(Screencast)
        1    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        1    0.000    0.000    0.000    0.000 _resources.py:10(AsyncResource)
        1    0.000    0.000    0.000    0.000 _file_chooser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:791(_root_tag_encountered)
        2    0.000    0.000    0.000    0.000 _synchronization.py:240(__init__)
        4    0.000    0.000    0.000    0.000 _urlparse.py:482(percent_encoded)
        1    0.000    0.000    0.000    0.000 _models.py:382(Request)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 _browser.py:78(<lambda>)
        5    0.000    0.000    0.000    0.000 _impl_to_api_mapping.py:85(<lambda>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1188(domain_return_ok)
        1    0.000    0.000    0.000    0.000 _transport.py:49(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.000    0.000 _artifact.py:24(Artifact)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4210(Sentinel)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:72(__len__)
        3    0.000    0.000    0.000    0.000 transports.py:14(__init__)
        1    0.000    0.000    0.000    0.000 _generated.py:15658(firefox)
        8    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 platform.py:794(_Processor)
        2    0.000    0.000    0.000    0.000 events.py:783(get_event_loop_policy)
        1    0.000    0.000    0.000    0.000 _auth.py:22(Auth)
       15    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _generated.py:14583(new_page)
        1    0.000    0.000    0.000    0.000 _synchronization.py:516(CapacityLimiter)
        2    0.000    0.000    0.000    0.000 connection_pool.py:389(PoolByteStream)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        4    0.000    0.000    0.000    0.000 _markupbase.py:32(reset)
        1    0.000    0.000    0.000    0.000 filter.py:44(ElementFilter)
        1    0.000    0.000    0.000    0.000 tempfile.py:571(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 models.py:254(CharsetMatches)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:163(<lambda>)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 _state.py:250(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:946(add_child_handler)
        1    0.000    0.000    0.000    0.000 memory.py:197(MemoryObjectSendStream)
        1    0.000    0.000    0.000    0.000 message.py:494(get)
        1    0.000    0.000    0.000    0.000 _tempfile.py:25(TemporaryFile)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:23(ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 _fetch.py:60(APIRequest)
        1    0.000    0.000    0.000    0.000 locks.py:445(Barrier)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
        1    0.000    0.000    0.000    0.000 _impl_to_api_mapping.py:81(from_impl_nullable)
        1    0.000    0.000    0.000    0.000 tasks.py:710(__init__)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
        1    0.000    0.000    0.000    0.000 _transport.py:29(_get_stderr_fileno)
        2    0.000    0.000    0.000    0.000 _object_factory.py:45(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 _testing.py:9(TaskInfo)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        2    0.000    0.000    0.000    0.000 _writers.py:94(send_eom)
        1    0.000    0.000    0.000    0.000 _generated.py:1330(Keyboard)
        1    0.000    0.000    0.000    0.000 _content.py:186(encode_request)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        1    0.000    0.000    0.000    0.000 request.py:935(AbstractBasicAuthHandler)
       13    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _browser.py:113(_on_close)
        1    0.000    0.000    0.000    0.000 _connection.py:597(ParsedStackTrace)
        1    0.000    0.000    0.000    0.000 unix_events.py:1220(MultiLoopChildWatcher)
        3    0.000    0.000    0.000    0.000 {built-in method select.poll}
        1    0.000    0.000    0.000    0.000 _models.py:628(url)
       17    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        1    0.000    0.000    0.000    0.000 pathlib.py:262(_PathParents)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       16    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
        2    0.000    0.000    0.000    0.000 _browser_context.py:331(new_page)
        1    0.000    0.000    0.000    0.000 _generated.py:6872(Selectors)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        7    0.000    0.000    0.000    0.000 typing.py:2534(final)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
        2    0.000    0.000    0.000    0.000 threading.py:394(notify)
        1    0.000    0.000    0.000    0.000 _util.py:107(Sentinel)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1290(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 _web_error.py:22(WebError)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs_hk.getcodec}
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.002    0.002 _ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 inspect.py:1801(_shadowed_dict_from_mro_tuple)
        8    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        2    0.000    0.000    0.000    0.000 _models.py:242(get)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 _browser_context.py:644(_effective_close_reason)
        1    0.000    0.000    0.000    0.000 readers.py:32(ZipReader)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
