Ingredient,Total Fat (% DV),Saturated Fat (% DV),Cholesterol (% DV),Total Carbohydrate (% DV),Dietary Fiber (% DV),Sodium (% DV),Protein (% DV),Added Sugars (% DV),Vitamin D (% DV),Vitamin A (% DV),Vitamin C (% DV),Calcium (% DV),Iron (% DV),Vitamin E (% DV),Vitamin K (% DV),Thiamin (% DV),Riboflavin (% DV),Niacin (% DV),Vitamin B6 (% DV),Folate (% DV),Vitamin B12 (% DV),Biotin (% DV),Pantothenic acid (% DV),Phosphorus (% DV),Iodine (% DV),Magnesium (% DV),Zinc (% DV),Selenium (% DV),Copper (% DV),Manganese (% DV),Chromium (% DV),Molybdenum (% DV),Chloride (% DV),Potassium (% DV),Choline (% DV)
almond,67.6,0.0,0.0,7.7,34.3,10.1,41.3,0.0,0.0,0.0,0.0,20.2,22.7,110.5,0.0,7.8,71.8,24.3,4.9,10.5,0.0,0.0,0.0,40.3,0.0,63.3,28.7,1.5,107.7,0.0,0.0,0.0,0.0,15.8,9.4
amaretto,12.8,0.0,0.0,12.1,0.0,2.9,0.0,66.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anchovy,12.4,0.0,28.3,0.0,0.0,159.6,57.8,0.0,8.5,1.3,0.0,17.8,25.7,22.2,10.1,6.5,27.9,124.4,11.9,3.2,36.7,0.0,18.2,20.2,0.0,16.4,22.2,123.8,37.7,4.3,0.0,0.0,0.0,11.6,15.5
anise,20.4,0.0,0.0,18.2,52.1,0.7,35.2,0.0,0.0,1.8,23.3,49.7,205.6,0.0,0.0,28.3,22.3,19.1,38.2,2.5,0.0,0.0,15.9,35.2,0.0,40.5,48.2,9.1,101.1,100.0,0.0,0.0,0.0,30.6,0.0
apple,2.8,0.0,0.7,10.8,6.4,2.7,2.7,0.0,0.0,0.6,4.0,3.0,0.7,1.7,1.8,3.2,6.5,0.7,2.6,0.8,3.3,0.0,0.0,3.0,0.0,1.9,1.3,0.7,2.8,0.0,0.0,0.0,0.0,2.9,0.8
apple juice,0.0,0.0,0.0,4.3,0.0,0.7,0.0,0.0,0.0,0.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apricot,0.5,0.0,0.0,4.0,7.1,0.0,2.8,0.0,0.0,10.7,11.1,1.0,2.2,5.9,2.8,2.5,3.1,3.8,3.2,2.2,0.0,0.0,0.0,1.8,0.0,2.4,1.8,0.2,8.7,0.0,0.0,0.0,0.0,5.5,0.5
artichoke,0.0,0.0,0.0,6.3,5.7,0.2,4.0,0.0,0.0,0.1,4.4,1.1,18.9,1.3,0.1,16.7,4.6,8.1,4.5,3.2,0.0,0.0,7.9,6.2,0.0,4.0,1.1,1.3,15.6,2.6,0.0,0.0,0.0,9.1,5.5
arugula,0.8,0.0,0.0,1.3,5.7,1.2,5.2,0.0,0.0,13.2,16.7,12.3,8.1,2.9,90.8,3.7,6.6,1.9,4.3,24.2,0.0,0.0,8.7,4.2,0.0,11.2,4.3,0.5,8.4,14.0,0.0,0.0,0.0,7.9,2.8
asian pear,0.3,0.0,0.0,3.9,12.9,0.0,1.0,0.0,0.0,0.0,4.2,0.3,0.0,0.8,3.8,0.8,0.8,1.4,1.3,2.0,0.0,0.0,1.4,0.9,0.0,1.9,0.2,0.2,5.6,2.6,0.0,0.0,0.0,2.6,0.9
asparagus,0.0,0.0,0.0,1.3,8.6,0.0,4.7,0.0,0.0,0.0,6.6,1.8,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0
avocado,19.7,0.0,0.0,3.1,24.3,0.3,3.9,0.0,0.0,0.8,9.8,1.0,3.4,13.1,17.5,6.2,11.0,11.9,16.9,22.2,0.0,0.0,29.2,4.3,0.0,6.9,6.2,0.7,18.9,6.5,0.0,0.0,0.0,10.8,2.6
bacon,45.3,0.0,39.3,0.0,0.0,79.1,58.8,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0
banana,2.3,0.0,0.0,32.1,35.4,0.1,7.8,0.0,0.0,1.3,7.8,1.7,6.4,2.6,1.7,15.0,18.5,17.5,25.9,3.5,0.0,0.0,0.0,5.9,0.0,25.7,5.5,7.1,43.4,25.0,0.0,0.0,0.0,31.7,3.6
barley,3.5,0.0,1.3,9.9,13.2,8.7,4.4,0.0,0.5,2.7,0.0,0.8,7.1,1.5,1.8,6.7,4.6,12.4,8.6,4.0,0.0,0.0,0.0,4.2,0.0,5.0,7.2,15.1,11.2,0.0,0.0,0.0,0.0,1.9,2.4
bass,17.6,0.0,12.3,4.3,1.8,17.2,31.9,0.0,21.5,3.6,0.0,1.7,6.2,19.2,10.0,18.0,12.3,14.0,16.8,7.0,9.6,0.0,0.0,13.6,0.0,8.6,4.1,56.2,4.7,0.0,0.0,0.0,0.0,4.7,9.7
bean,4.7,0.0,0.0,5.8,17.5,19.3,10.9,0.0,0.0,0.0,0.7,2.0,8.9,6.1,1.4,7.5,7.7,2.7,6.8,5.2,0.0,0.0,0.0,8.4,0.0,9.5,6.3,14.0,21.8,0.0,0.0,0.0,0.0,7.8,3.0
beef,14.7,0.0,0.0,0.0,15.7,14.2,33.6,1.8,0.0,0.0,0.0,12.2,20.7,0.0,0.0,83.3,17.4,66.2,20.8,17.8,0.0,0.0,0.0,10.6,0.0,0.0,60.4,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0
beef rib,8.7,0.0,19.0,0.0,0.0,2.3,42.6,0.0,1.0,0.9,0.0,1.2,10.1,4.9,0.0,2.5,6.9,26.9,15.0,0.0,48.8,0.0,5.9,14.7,0.0,4.8,35.9,5.3,5.2,0.3,0.0,0.0,0.0,7.2,0.0
beef shank,2.1,0.0,20.7,0.0,0.0,4.7,39.6,0.0,3.5,0.0,0.0,0.8,6.6,1.0,0.8,7.0,30.0,33.6,23.7,0.8,80.0,0.0,13.2,17.0,0.0,7.9,31.1,23.6,11.4,0.4,0.0,0.0,0.0,3.5,18.2
beef tenderloin,8.8,0.0,19.3,0.0,0.0,1.7,42.0,0.0,0.5,1.0,0.0,0.3,12.1,3.9,0.0,4.6,9.1,25.1,15.5,0.0,73.3,0.0,11.4,16.2,0.0,5.7,21.1,7.8,11.3,0.5,0.0,0.0,0.0,7.6,0.0
beer,0.0,0.0,0.0,1.3,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.4,1.9,3.2,2.7,1.5,0.8,0.0,0.0,1.1,0.0,1.4,0.1,1.1,0.6,0.0,0.0,0.0,0.0,0.6,1.8
beet,0.2,0.0,0.0,3.5,10.0,3.4,3.2,0.0,0.0,0.2,5.4,1.2,4.4,0.3,0.2,2.6,3.1,2.1,3.9,27.3,0.0,0.0,3.1,3.2,0.0,5.5,3.2,1.3,8.3,14.3,0.0,0.0,0.0,6.9,1.1
bell pepper,27.6,0.0,1.0,12.7,11.4,13.6,8.6,0.0,0.0,0.6,0.0,4.8,4.2,27.2,6.2,10.2,10.2,3.9,12.6,2.5,2.9,0.0,7.6,15.8,0.0,10.0,7.8,15.6,7.1,8.1,0.0,0.0,0.0,7.7,0.0
berry,0.4,0.0,0.0,4.5,14.6,0.0,1.5,0.0,0.0,0.3,19.3,1.3,3.1,4.7,9.7,2.4,3.1,4.4,3.0,5.0,0.0,0.0,0.0,1.6,0.0,3.3,1.5,0.7,7.1,0.0,0.0,0.0,0.0,2.6,1.4
bitters,3.5,0.0,0.7,1.5,6.8,5.5,1.6,0.0,0.0,1.9,35.4,0.7,2.1,3.5,5.6,4.1,3.9,1.7,3.3,12.2,0.0,0.0,0.0,2.8,0.0,3.8,6.8,0.4,3.6,0.0,0.0,0.0,0.0,6.6,1.9
blackberry,0.6,0.0,0.0,3.5,18.9,0.0,2.8,0.0,0.0,1.2,23.3,2.2,3.4,7.8,16.5,1.7,2.0,4.0,1.8,6.2,0.0,0.0,0.0,1.8,0.0,4.8,4.8,0.7,18.3,0.0,0.0,0.0,0.0,3.4,1.5
blue cheese,22.9,0.0,18.0,1.3,12.9,59.1,42.8,0.0,0.0,0.0,0.0,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueberry,0.4,0.0,0.0,5.3,8.6,0.0,1.4,0.0,0.0,0.3,9.0,0.9,1.9,3.8,16.1,3.1,3.2,2.6,3.1,1.5,0.0,0.0,0.0,1.0,0.0,1.4,0.8,0.2,5.1,0.0,0.0,0.0,0.0,1.8,1.1
bok choy,0.3,0.0,0.0,1.3,4.5,0.6,2.0,0.0,0.0,0.0,33.7,4.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.4,0.0,3.2,2.5,0.0,3.1,8.5,0.0,0.0,0.0,4.9,0.0
bourbon,36.7,0.0,0.0,19.5,12.9,3.9,21.4,71.4,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,48.7,0.0,0.0,43.5,0.0,0.0,0.0,9.1,0.0
bran,7.7,0.0,0.0,16.2,13.6,19.9,19.2,0.0,0.0,0.0,0.0,7.3,21.9,0.5,2.6,38.6,23.8,27.9,5.4,27.8,0.4,0.0,0.0,9.8,0.0,10.5,9.5,57.8,24.0,0.0,0.0,0.0,0.0,3.4,4.8
brandy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
breadcrumbs,25.6,0.0,0.0,25.5,47.5,30.4,6.7,0.0,0.0,0.0,0.0,5.2,26.7,0.0,0.0,0.0,65.4,62.5,0.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0
brie,35.5,0.0,33.3,0.2,0.0,27.3,41.6,0.0,2.5,19.3,0.0,14.2,2.8,1.6,1.9,5.8,40.0,2.4,13.8,16.2,68.8,0.0,13.8,15.0,0.0,4.8,21.6,26.4,2.1,1.5,0.0,0.0,0.0,3.2,2.8
brisket,40.1,0.0,20.7,0.0,0.0,2.3,31.6,0.0,1.0,1.0,0.0,0.7,6.2,1.9,0.0,4.7,5.8,16.8,10.4,0.0,57.5,0.0,5.1,9.4,0.0,3.1,24.2,4.5,4.1,0.1,0.0,0.0,0.0,4.7,0.0
broccoli,0.0,0.0,0.0,1.7,12.5,1.0,4.7,0.0,0.0,0.0,62.8,4.5,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0
broccoli rabe,0.0,0.0,0.0,1.7,8.6,1.8,4.7,0.0,0.0,0.0,0.0,6.2,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0
brown rice,3.8,0.0,0.0,28.4,14.3,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,21.8,0.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0
brussel sprout,0.4,0.0,0.0,3.3,13.6,1.1,6.8,0.0,0.0,4.2,94.4,3.2,7.8,5.9,147.5,11.6,6.9,4.7,12.9,15.2,0.0,0.0,6.2,5.5,0.0,5.5,3.8,2.9,7.8,14.7,0.0,0.0,0.0,8.3,3.5
buffalo,8.8,0.0,6.3,1.9,0.0,2.3,7.5,0.0,0.0,5.9,2.6,13.0,0.7,0.0,0.0,4.3,10.4,0.6,1.4,1.5,15.0,0.0,3.8,9.4,0.0,7.4,2.0,0.0,5.1,0.8,0.0,0.0,0.0,3.8,0.0
bulgur,0.3,0.0,0.0,6.8,16.1,0.2,6.2,0.0,0.0,0.0,0.0,0.8,5.3,0.1,0.4,4.8,2.2,6.2,4.9,4.5,0.0,0.0,6.9,3.2,0.0,7.6,5.2,1.1,8.3,26.5,0.0,0.0,0.0,1.4,1.3
butter,0.0,0.0,0.0,0.9,4.3,0.0,2.4,0.0,0.0,0.0,4.7,1.8,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buttermilk,1.4,0.0,1.7,1.7,0.0,4.0,6.9,0.0,2.5,4.0,1.1,9.2,0.1,0.3,0.1,4.0,15.1,0.8,2.3,1.2,9.2,0.0,0.0,7.4,0.0,2.6,3.9,3.6,0.1,0.0,0.0,0.0,0.0,3.4,3.2
butternut squash,0.0,0.0,0.0,5.1,4.3,0.0,2.4,0.0,0.0,0.0,0.0,2.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0
cabbage,0.1,0.0,0.0,2.1,8.9,0.8,2.6,0.0,0.0,0.6,40.7,3.1,2.6,1.0,63.3,5.1,3.1,1.5,7.3,10.8,0.0,0.0,4.2,2.1,0.0,2.9,1.6,0.5,2.1,7.0,0.0,0.0,0.0,3.6,1.9
calvados,41.2,0.0,23.7,0.1,1.4,18.7,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cantaloupe,0.2,0.0,0.0,3.0,3.2,0.7,1.7,0.0,0.0,18.8,40.8,0.7,1.2,0.3,2.1,3.4,1.5,4.6,4.2,5.2,0.0,0.0,2.1,1.2,0.0,2.9,1.6,0.7,4.6,1.8,0.0,0.0,0.0,5.7,1.4
capers,0.0,0.0,0.0,2.4,23.9,116.1,0.0,0.0,0.0,0.0,4.4,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caraway,18.7,0.0,0.0,18.1,135.7,0.7,39.6,0.0,0.0,2.0,23.3,53.0,90.0,16.7,0.0,31.9,29.2,22.6,21.2,2.5,0.0,0.0,0.0,45.4,0.0,61.4,50.0,22.0,101.1,56.5,0.0,0.0,0.0,28.7,4.5
cardamom,8.6,0.0,0.0,24.9,100.0,0.8,21.6,0.0,0.0,0.0,23.3,29.5,77.8,0.0,0.0,16.5,14.0,6.9,13.5,0.0,0.0,0.0,0.0,14.2,0.0,54.5,67.9,0.0,42.6,1217.4,0.0,0.0,0.0,23.8,0.0
carrot,0.3,0.0,0.0,3.5,10.0,3.0,1.9,0.0,0.0,92.8,6.6,2.5,1.7,4.4,11.0,5.5,4.5,6.1,8.1,4.8,0.0,0.0,5.5,2.8,0.0,2.9,2.2,0.2,5.0,6.2,0.0,0.0,0.0,6.8,1.6
cashew,68.0,0.0,0.0,11.0,10.7,12.8,24.2,0.0,0.0,0.0,0.0,4.7,27.3,33.9,25.2,13.2,12.2,6.9,11.9,13.8,0.0,0.0,0.0,31.0,0.0,49.0,40.3,16.9,195.3,0.0,0.0,0.0,0.0,9.5,8.8
cauliflower,0.0,0.0,0.0,1.7,8.6,1.0,4.7,0.0,0.0,0.0,0.0,1.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
caviar,22.9,0.0,196.0,1.5,0.0,65.2,49.2,0.0,14.5,30.1,0.0,21.2,66.1,12.6,0.5,15.8,47.7,0.8,18.8,12.5,833.3,0.0,70.0,28.5,0.0,71.4,8.6,119.1,12.2,2.2,0.0,0.0,0.0,3.9,89.3
celery,0.2,0.0,0.0,1.2,5.7,4.2,1.0,0.0,0.0,2.4,3.4,3.5,0.0,1.8,24.4,1.8,4.4,2.0,3.1,9.0,0.0,0.0,0.0,1.8,0.0,2.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5.6,1.1
chambord,21.0,0.0,15.7,21.9,2.9,7.1,4.7,87.6,0.0,0.0,0.0,3.6,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
champagne,0.1,0.0,0.0,4.2,0.4,0.2,0.3,0.0,0.0,0.0,4.4,0.6,1.4,0.1,0.1,2.0,1.4,0.8,3.2,1.8,0.0,0.0,0.0,0.9,0.0,1.9,0.9,0.2,3.6,0.0,0.0,0.0,0.0,1.8,0.5
chard,0.3,0.0,0.0,1.4,5.7,9.3,3.6,0.0,0.0,34.0,33.3,3.9,10.0,12.6,691.7,3.3,6.9,2.5,5.8,3.5,0.0,0.0,3.4,3.7,0.0,19.3,3.3,1.6,19.9,15.9,0.0,0.0,0.0,8.1,3.3
chartreuse,0.1,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0
cheddar,43.6,0.0,33.3,0.9,0.0,28.4,46.6,0.0,0.0,35.1,0.0,54.4,0.9,5.0,2.0,2.4,33.9,0.3,4.1,5.2,44.2,0.0,8.3,36.6,0.0,6.4,33.4,51.5,3.7,1.1,0.0,0.0,0.0,1.6,0.0
cheese,31.5,0.0,17.7,0.9,0.0,26.0,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cherry,0.2,0.0,0.0,5.9,7.5,0.0,2.1,0.0,0.0,0.3,11.6,0.9,0.6,0.5,1.8,2.2,2.5,1.0,2.9,1.0,0.0,0.0,0.0,1.8,0.0,2.9,0.5,0.0,7.7,0.0,0.0,0.0,0.0,4.9,1.1
chestnut,2.8,0.0,0.0,19.3,18.2,0.1,6.3,0.0,0.0,0.1,28.9,2.2,5.1,3.3,6.5,20.2,13.5,8.4,29.2,17.5,0.0,0.0,0.0,8.6,0.0,7.9,5.2,2.2,56.3,0.0,0.0,0.0,0.0,12.6,0.3
chicken,2.3,0.0,15.0,0.0,0.0,7.8,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chickpea,8.6,0.0,0.0,21.0,38.6,2.8,44.8,0.0,0.0,0.2,0.0,3.5,27.0,5.5,7.6,40.5,8.2,11.0,28.9,109.2,0.0,0.0,12.1,25.4,0.0,39.5,25.5,15.1,101.3,69.6,0.0,0.0,0.0,18.0,0.0
chile,7.4,0.0,0.0,25.4,102.5,4.0,21.2,0.0,0.0,146.7,34.9,3.5,33.6,20.9,90.0,6.8,92.3,54.2,47.6,12.8,0.0,0.0,19.1,12.7,0.0,21.0,9.3,6.4,25.3,35.7,0.0,0.0,0.0,39.8,15.3
chile pepper,7.4,0.0,0.0,25.4,102.5,4.0,21.2,0.0,0.0,146.7,34.9,3.5,33.6,20.9,90.0,6.8,92.3,54.2,47.6,12.8,0.0,0.0,19.1,12.7,0.0,21.0,9.3,6.4,25.3,35.7,0.0,0.0,0.0,39.8,15.3
chili,5.6,0.0,0.0,4.0,12.5,21.3,20.8,0.0,0.0,0.0,0.0,1.3,8.7,0.0,0.0,0.0,4.5,5.4,17.9,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
chive,0.9,0.0,0.0,1.6,8.9,0.1,6.5,0.0,0.0,24.2,64.6,7.1,8.9,1.4,177.5,6.5,8.8,4.0,8.1,26.2,0.0,0.0,6.5,4.6,0.0,10.0,5.1,1.6,17.4,16.2,0.0,0.0,0.0,6.3,0.9
chocolate,26.4,0.0,0.0,24.6,0.0,1.3,5.9,70.6,0.0,0.0,0.0,3.2,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0
citrus,0.0,0.0,0.0,4.1,0.0,0.4,0.0,0.0,0.0,0.0,27.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
clam,10.1,0.0,8.3,3.7,3.6,19.7,23.6,0.0,1.0,7.3,17.7,3.3,6.9,4.7,6.9,13.1,8.1,13.7,8.6,4.8,168.3,0.0,0.0,12.4,0.0,4.8,7.1,38.4,8.0,0.0,0.0,0.0,0.0,3.9,7.7
clove,16.7,0.0,0.0,23.8,121.1,12.0,11.9,0.0,0.0,0.9,0.2,48.6,65.6,58.8,118.3,13.2,16.9,9.8,23.0,6.2,0.0,0.0,10.2,8.3,0.0,61.7,21.1,13.1,40.9,2613.0,0.0,0.0,0.0,21.7,6.8
coconut,2.7,0.0,0.0,1.1,0.0,0.8,0.4,0.0,5.0,7.0,0.0,14.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
cod,0.1,0.0,0.0,3.7,0.0,0.1,0.0,0.0,0.0,0.0,35.3,0.2,0.4,1.1,0.7,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.3,0.4,1.4,0.0,0.0,0.0,0.0,0.2,0.1
coffee,30.5,0.0,35.7,7.8,0.0,4.4,4.8,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collard greens,0.8,0.0,0.0,2.1,12.5,0.8,7.1,0.0,0.0,0.0,39.2,17.8,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0
coriander,0.7,0.0,0.0,1.3,10.0,2.0,4.3,0.0,0.0,37.4,30.0,5.2,9.8,16.7,258.3,5.6,12.5,6.9,8.8,15.5,0.0,0.0,11.4,3.8,0.0,6.2,4.5,1.6,25.0,18.5,0.0,0.0,0.0,11.1,2.3
corn,0.0,0.0,0.0,4.7,2.9,10.4,1.6,9.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0
cornmeal,4.9,0.0,2.7,20.1,5.7,13.7,15.8,0.0,0.0,3.0,0.0,4.0,21.9,1.4,0.3,42.3,19.1,23.2,11.1,19.5,0.0,0.0,0.0,6.3,0.0,16.2,6.4,38.0,22.7,0.0,0.0,0.0,0.0,7.8,1.6
cottage cheese,5.6,0.0,7.3,1.3,0.0,15.7,22.8,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
couscous,0.0,0.0,0.0,28.3,15.7,0.0,26.6,0.0,0.0,0.0,0.0,2.5,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
crab,0.9,0.0,32.3,0.0,0.0,17.2,35.8,0.0,0.0,0.1,3.7,7.0,2.8,12.3,0.2,1.9,7.2,17.2,9.2,12.8,138.8,0.0,0.0,18.7,0.0,8.6,34.6,78.0,90.4,0.0,0.0,0.0,0.0,5.5,14.7
cranberry,1.4,0.0,0.0,30.1,18.9,0.2,0.3,0.0,0.0,0.2,0.2,0.7,2.2,14.0,6.3,1.1,2.2,3.4,2.2,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.9,1.1,7.0,0.0,0.0,0.0,0.0,1.0,1.5
cranberry sauce,0.2,0.0,0.0,14.7,3.9,0.2,1.8,0.0,0.0,0.2,1.1,0.2,2.3,6.2,1.2,1.2,1.6,0.6,0.8,0.2,0.0,0.0,0.0,0.3,0.0,0.5,0.3,0.7,2.9,0.0,0.0,0.0,0.0,0.6,0.7
cream cheese,41.2,0.0,35.7,2.6,0.0,14.7,14.3,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
créme de cacao,9.4,0.0,9.7,20.1,0.0,5.6,13.7,0.0,1.0,8.2,2.9,19.3,0.9,1.3,1.1,1.3,31.2,1.3,0.9,2.8,12.9,0.0,16.7,15.4,0.0,5.2,7.2,4.9,0.4,0.1,0.0,0.0,0.0,7.4,16.2
cr��me de cacao,9.4,0.0,9.7,20.1,0.0,5.6,13.7,0.0,1.0,8.2,2.9,19.3,0.9,1.3,1.1,1.3,31.2,1.3,0.9,2.8,12.9,0.0,16.7,15.4,0.0,5.2,7.2,4.9,0.4,0.1,0.0,0.0,0.0,7.4,16.2
cucumber,0.2,0.0,0.0,2.5,1.8,10.3,1.0,0.0,0.0,0.3,2.8,1.1,0.4,0.1,12.2,1.8,1.8,0.4,2.2,1.5,0.0,0.0,0.0,1.5,0.0,1.9,1.4,0.5,5.0,0.0,0.0,0.0,0.0,2.9,0.8
cumin,28.6,0.0,0.0,16.1,37.5,7.3,35.6,0.0,0.0,7.1,8.6,71.6,368.9,22.2,4.5,52.3,25.2,28.6,25.6,2.5,0.0,0.0,0.0,39.9,0.0,87.1,43.6,9.5,96.3,144.8,0.0,0.0,0.0,38.1,4.5
currant,0.3,0.0,0.0,28.0,15.7,1.9,6.9,0.0,0.0,0.4,5.2,6.8,10.4,0.7,2.8,13.3,10.9,10.1,17.4,2.5,0.0,0.0,0.0,7.9,0.0,8.6,3.4,1.3,33.1,15.0,0.0,0.0,0.0,16.5,1.9
curry,8.4,0.0,6.7,2.4,5.0,15.6,15.1,0.0,0.0,5.2,9.9,1.5,6.4,9.2,7.5,4.1,7.4,9.1,11.9,4.0,22.5,0.0,0.0,6.1,0.0,4.0,16.6,13.3,10.7,0.0,0.0,0.0,0.0,6.1,5.4
date,0.5,0.0,0.0,27.3,28.6,0.1,4.9,0.0,0.0,0.0,0.4,3.0,5.7,0.3,2.3,4.3,5.1,7.9,9.7,4.8,0.0,0.0,11.8,5.0,0.0,10.2,2.6,5.5,22.9,11.4,0.0,0.0,0.0,14.0,1.1
